Sentences,Class
Ate the receivers really fast or is pass coverage trash?,2
Average is basic and basic is trash &#128514;&#128514;,2
Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.,2
Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,2
Bags Bags that's that bag money trash bag black and it's filled up with money,2
"Baked Montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar &amp; chives yellow mashed&#8230; http://t.co/XsGW1kSqCW",2
"Bank robber who wore zebra-print dress arrested, police say http://t.co/UUQ0bw6vju",2
Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.,2
Baseball......... w/ @voxpulchra for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp http://t.co/9hIFDcZWQY,2
Bathing Sphere: Suspended Orb Tub Not for Shy People http://t.co/OHv7xbr6wo #bathing #design #weird and yet #cool,2
"Be fearful of the wrath of God in a country where many mock Christianity, embrace perversion, abortion, and bows to PC/multiculturalism.",2
Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks,2
Beautiful Fairy Elegant Dress http://t.co/ouxWbYTUt6,2
"Because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean",2
Best behaved kids ever at mommy's commercial audition. Oreo McFlurries for everybody! #proudmom&#8230; http://t.co/9HFNSmaLcU,2
Best of luck to Tino 'The Bambino' Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB,2
Bet Charlie Strong has contacted Ridley,2
"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? 
} Not going to happen Berg
Bleat on.
#mngop proud #stribpol #mnleg",2
"Big bird holds press conf claims ""he does not care for the letter f""",2
Big night of &#127936; #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller http://t.co/UFmje1gk,2
"Bjergsen just made a full AS rune page. I don't just me full AS reds and Quints I mean AS reds, blues, yellows, and Quints. 47% AS",2
Boston's Jihadi Nest and Student Arm of the Muslim Brotherhood &#187; Joe For America http://t.co/4IfJwoeSDR via @RealJTP,2
"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined",2
Bout to make some brownies in a few.,2
Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese http://t.co/Usz8gJnZl0,2
Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM,2
Brown is a color so my eyes are colored,2
Browns and redskins shouldn't be considered nfl teams,2
But I callin out da race card. Ain't no colored podcasts out dare,2
"Bye, Bye Charlie Strong.",2
"Calling out teabaggers, conservatives on their BS: http://t.co/l8Qx8RMjrG via @YouTube",2
Can Charlie Crist pull one over on Rick Scott? Well he did pull one over on #floridaprimary dems tonite. #TPOT #Election2014,2
Can someone get me cheese and crackers,2
"Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?",2
Can we revisit @ChairmanL's idea of two teams of @Yankees playing against each other? I would like to see a game every now &amp; then.,2
Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.,2
Can't beat a score of 12 on flappy bird #givingup,2
Can't find my BC powder .. I'll just chug this children's Advil,2
"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. 

Getting beaned would be better!",2
Can't stop eating graham crackers,2
Can't tell if Mexico has been impressive or if Brazil has just been trash today,2
Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL,2
Casey Matthews is so trash this is BIG,2
"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24",2
Chaber Books: BRAGADAYJAH 315 http://t.co/qTr6lzCsdj: Further restrictions on eating certain insects and birds,2
Charlie Baker for Mass Gov..the most lib newspaper in most lib state supports 'R' for Gov! DoG http://t.co/DRSXOzTRUI via @BostonGlobe,2
Charlie Baltimore look good for 45 &#128563;,2
Charlie Clips vs Yung Ill review http://t.co/TwHJ0w1QJQ,2
"Charlie Crist (R, I, D - FL) rumored to demand a recount. #sayfie",2
"Charlie Crist Losing 50,000 Florida Jobs To Raise Minimum Wage Is &#8216;Worth It&#8217; - Conservative Byte http://t.co/y3JYJ2Yf4L via @conservativebyt",2
"Charlie Crist has asked to keep polls in Broward open until 9pm, claiming long lines. Media reports say turnout light in Broward.",2
"Charlie Crist wins Democratic primary in Florida governor's race, AP projects http://t.co/Gy9uRBtQ1q via @WSJ",2
"Charlie Crist, outlawed, hated, rediculed and vilified for shaking the President's hand. What a country! What a democracy!",2
Charlie Daniels Goes Off on &#8216;Satanic Evil&#8217; http://t.co/3haWjFavUz,2
Charlie Daniels couldve done a better job! #MNF,2
Charlie Furbush #WhyDidIGoogle @midnight,2
Charlie Jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head.,2
"Charlie Kimball: ""I had nowhere to go"" http://t.co/x5gyZ46koT #IndyCar #MAVTV500",2
Charlie Parr! Mountain top music Fest http://t.co/bG3UWdPZnn,2
"Charlie Rangel: Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt: http://t.co/NpbdPk0Cqz 
Bam, Race Card Vote Democrats out",2
Charlie Sheen,2
Charlie Sheen never disappoints.,2
Charlie Sheen wants to return to 'Two and a Half Men' | http://t.co/kVMDoGDcLQ,2
Charlie Sheen's Video Message to President Obama http://t.co/kCRWTbCqZd,2
Charlie and I!:) love that dog!!:) http://t.co/8AQXiYg6Ov,2
Charlie and Ron has constantly put out heat for their entire careers,2
Charlie bit me,2
Charlie is so adorable. http://t.co/TMpBYyjGFL,2
Charlie looking like he's the one that made that 3.,2
Charlie xcx is bae,2
Cheeky thoughts as the rooster crows.,2
Cheer up Charlie.,2
Cheers young lady RT @shik702 @BmoreHumble foreverrrr younnnnng *grabs flask and chugs*,2
"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy.",2
Clearly I'm afraid of birds http://t.co/qA4O9Dr4vp,2
Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,2
Cmon! Need a yellow for Wilson!,2
"Come home from work to Bridesmaids, Twinkies and a bottle of wine #bestroommateever @TheFaithAnne",2
Come on man RT @BasedLaRock: Oreo needs to chill &#128686;RT @TheDonDrew: You know about these @PremiumPete? good or nah? http://t.co/Mw9QXG3vFW,2
"Cool, fun thing to ponder: the myriad of space trash traveling at thousands of miles per hour right above you &#8594; http://t.co/L7zmXIyVQy",2
Coors light is trash. Yuck. I don't even like beer.,2
"Correction:
&gt;&gt;&gt;&gt;when the sky is yellow, death is upon us. No. I'm scared",2
Country Bumpkin Word of the Day : yokel http://t.co/aBpFZgJU,2
Craving brownies &#128553;&#128553;,2
Cuz if it's trash I'm bashing it at saying he need to go back to jail,2
Dad bought me a brownie shake #lovehim,2
"Dad brought me home a watermelon eegee, but I don't like it so it's going in the trash &#128686;",2
Dad called me a border hopper,2
Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep,2
Dawg!! RT @Chill__Cosby: Man this about to be another trash Thursday night game,2
"Decent trade for the #Yankees, a proven veteran #Ichiro for some prospects",2
Defiantly going to see that new planet of the apes tonight,2
Designer belt with a trash fit is still trash..,2
"Despite the zebra red rocket special, portland beats those jersey shore floppers.",2
Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away,2
Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp,2
Did the Italian bird just call Janet a calzone? #UNCLEtweet,2
"Didn't get to hit the slopes today, but snowboarding lessons first thing in the morning! #excited",2
Ding ding ding &#128514;&#128514; &#171;@saudiasade Sagittarius - trash.&#187;,2
"Dis nicca @DB_Scooch went in on dat ""I Keep tryin""",2
"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear &#128589;",2
"Do you have a nickname? What is it? &#8212; Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... http://t.co/xLBhDJfBF4",2
Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3,2
Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,2
Does it bother anyone else that the planet of the apes timeline makes no sense?,2
Don&#8217;t believe AP&#8217;s ho-hum tone: latest poll is great news for Republicans - Hot Air http://t.co/5HHrFlFP13,2
"Don't mind that Twinkies are gonna be gone, very concerned about the rest of hostesses product line",2
"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",2
"Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party.",2
Done for the Yankees,2
Dooms.. RT @Gutta_DaDon: White nubuck or leather for the upper of the foam makes them a pass to me. White soles too. http://t.co/QIVkEPtLKj,2
Double Stuff Oreos mane say,2
"Dress shirt, saggy jeans, backwards Yankee hat now that's lifting swag",2
Drinking folie a deux wine and playing fall out bird hahaha,2
Early bird catches the worm &#128074;,2
Early bird catches the worm &#128076;,2
Early bird gets the worm but the second mouse gets the cheese #RiseNGrind &#128175; http://t.co/558Ewp9vF0,2
Early bird gets the worm right? Hopefully I get a job soon after today! http://t.co/lvgfVBqkdz,2
Early bird gets the worm!,2
Early bird gets the worm! &#128027;&#128036;,2
Early bird gets the worm.... #GoGetIt,2
Early morning beer as a reward for waking up and taking the trash out,2
Early worm gets the bird #Bslfe #GoodMorning http://t.co/dfE8MF2Q28,2
Eating brownies and then going to the gym... Idk,2
Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though,2
Endless but they really trash so none RT @Whoa_Kimbosabe: Men: how many positive(s) and possibles do y'all have on fri thru sun night?,2
Enjoy 50% off @GreenFestival #DC tickets with our code and check us out at booth #640! Vegan brownies samples &amp; more! http://t.co/scDZnDk2Aq,2
Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear,2
Enjoying the eccentricity of @RayEvernham's AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.,2
Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.,2
Even Humming birds like the stuff http://t.co/W7OHSCbg3L,2
Even liberals are humiliated by Charlie Rangel&#8217;s claim the GOP backs slavery - Hot Air http://t.co/I4QawESnud,2
Even the birds think this waking up early thing is bunk. http://t.co/bqWlz5MBso,2
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""",2
"Everybody loves pot brownies, but I bring crystal meth cupcakes to a party, Suddenly I'm the weirdo",2
Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.,2
"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand.. Like I colored my hair what a big difference",2
Except I used to be super tan and now I'm yellow/pale lol...,2
FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.,2
Facebook is for the birds...I'm over it,2
Fairy Tale Hat - free crochet pattern for child and adult at http://t.co/0lRaBLMHB2 http://t.co/99zVbmYVe9,2
Fairy tale world lmao,2
Fantasy squad doing so trash :/,2
"Female Jihadis, European &amp; American: GRAVE Dangers! - Joe For America http://t.co/9hkpdwq7VR via @mattwalshblog",2
Figure all da ofay like to see my family pitcher http://t.co/5WXgKbCM29,2
Finally done wif mock regents &#128524;,2
Finally got an updated pic with angel wing colored http://t.co/nWN9qRt5Xd,2
Finally got my medicine and crackers!,2
Fine I'll settle for an Oreo milkshake,2
"Finished Yankeeography and still hate the Arizona D'backs for winning in 2001, Yankees shoulda had that",2
"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu",2
First jig of the night,2
Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,2
Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,2
Flappy bird is gonna be the death of me,2
Flappy bird on bull....,2
Flappy bird stresses me out,2
Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets,2
Floppy bird chalmers over here taking after his hero LeBron,2
"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake",2
"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS",2
"Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube

Inspiring. Congrats @CharlieKing85 and welcome to the family :)",2
Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean http://t.co/vYmiTsNCEn,2
Foto: mimiblargh: ok pls consider this: kingdom birbs (can u guess who is who and what birds they are???... http://t.co/NWjUmmEWNJ,2
Four ho&#251;rs to back up this iPhone haha... Jokes &#128530;,2
Free bird.,2
Free birds. Lol,2
"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg",2
"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple.""",2
Fresh out the gym but yet I'm bout to eat free birds.,2
Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u &amp; consider u a high-prize target #ISIS,2
"From Jihadi streams: Rutba, Anbar Province, #Iraq http://t.co/K6j37J2sgL",2
"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through.",2
"From the archives: @ThatAndyRoss&#8217;s My Favorite #Bond_age_ essay on THUNDERBALL, The Story of a Shy Kid and 007 http://t.co/on5t60rMFb",2
Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,2
GA Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,2
GA Charlie @Charlie4927 @sholzbee @DorisTafoya1 @cat_lmbo @Jagauress @Walter_lars @lynnemrnp @AmyMek @Justin_Awe,2
GM....don't be the bird that didn't get the worm today #GoStampsGo84,2
"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself. http://t.co/T9U4VGWJWv",2
Game 126 Preview: Houston #Astros at New York #Yankees http://t.co/sVg7dIIcZG,2
Game 128 Preview: Houston #Astros at New York #Yankees http://t.co/ughVRRdirz,2
Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.,2
Gas is always cheaper in the ghetto,2
George Rockwell (2 of 3) Speech at Lynchberg Armo&#8230;: http://t.co/5LFXMdYU2g Proud to say my Uncle Kelly was at this speech in 63.,2
"Get here! MT @NevadaPR: #Sierra #skiers, @VirginiaCity offers a fun break from the slopes. Sweet #deal: http://t.co/otJ5Uxqbna
#TravelNevada",2
"Get some H&#228;agen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers",2
Get two birds stoned at one time.,2
Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;,2
Giants secondary lookin like trash,2
Girls that wear colored jeans &#128525;&#128527;&#128076;,2
Glad I ain't got no bird legs &#128514;,2
"God made male and female blades of grass. Every living thing must reproduce itself to stay on this Earth: birds, bees and grass. Sex=Natural",2
"Going through my computer and found the ""Shake that monkey"" video we made freshman year in Dillard! &#128514;&#128514; @BruhKiaraThrowd was Too Short",2
Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.,2
Going up to the view point and seeing star child..... What the monkey,2
Golden Oreos are the best,2
Gonna shower for the sole purpose of shampooing my beard.,2
Good evening Charlie and friends @Charlie4927 @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,2
Good morning Charlie @Charlie4927 @jrstws @qnoftherealm @SavvyHuman @scdorn @yrwol7 @PlainUnamerican @ErickInNC @PuterPrsn @tomwfry,2
"Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird.",2
Good pick birds,2
"Good! She's a ghetto thug! @grasswire: ""So FPD just arrested @SenNasheed for being in the street. #Ferguson&#8221; https://t.co/puIwlUnBIz&#8221;",2
Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm,2
Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy,2
Gorgeous RT@EmrgencyKittens: Calico Maine coon cat http://t.co/jalyL7h60f,2
Got chunky marmalade today of a greatful customer for my service over the past 2 yrs #PostieTweet #ServiceMatters http://t.co/pSEnGvyxrw,2
Got to 18 on flappy bird...,2
Got to 8 on flappy birds can you say happiest girl on earth,2
Gotta bad red bone that look something like Ashanti,2
Gotta keep the sox down while they're down! #RedSox #Yankees #mlb,2
Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,2
Graham crackers and hazelnut coffee are my fave &#128152;&#9786;&#65039;,2
"Grandma's Homemade Potato Soup - An old fashioned, simple, chunky potato soup like Grandma made, wit http://t.co/ZV8ZsmHNlm",2
"Grandma: ""(Macon) is a rinky dink mosquito-filled cop-infested swamp."" LMAO",2
Great lead battle and then Ricky hits Danica for a yellow. Oh boy. #NASCAR,2
Green grass and tree trash. http://t.co/SO9C7g3FQ5,2
"Guess I'll have to add Robin Williams right next to Charlie Chaplin.
Now Adam Sandler remains my only favorite comedian left.",2
HOW @darrenrovell: Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via @gravweldon) http://t.co/KVzhlmCsls&#8221;,2
"Haha, Yankees fans are bent out of shape about the Hu27le graphic",2
Hand me a brew and I'll chug it,2
Happy birthday bird! @codyflitcraft,2
Happy birthday to my pops. Old negro spiritual is 64 today lol,2
Happy hangover #Bloomington #btown #iubb #IU #Indiana #hoosierdaddy #HoosierNation #hoosiers the resurrection is now complete. #ncaa #big10,2
Has anyone ever purchased baseball field dirt? I really want dirt from @Yankees Stadium for my grandfather's grave. #weirdtweets,2
Have they seen Planet of the Apes @WhatTheFFacts: Brazil has the highest number of monkey species of any nation in the world with 116.&#8221;,2
Have you hugged a wacko-bird today?,2
Hazlenut coffee and graham crackers every morning &#128525;&#128588;&#128152;,2
He gets this bratty attitude from Brittany .... and its for the birds.,2
He may be the President but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.,2
"He never replied to my asking about his calling me a ""redneck"" @gigg423 @psherm07 @EchoesErrant @jstines3",2
He said capri-sun and zebra cake&#128514;,2
He so trash RT @yusufyuie Cary Williamsc GOT CARRIED lol,2
He's trash tho @_dimejii: Its 10 Million Naira If You Want Me On Your Song &#8211; Wizkid http://t.co/Nsxaacj4jG via @naijaxclusive&#8221;,2
He's trash. @jlojpg: @TRAPGURLRON he said he's not doing collabs for anything less than 10 mil naira like booyyyyyy &#128514;&#8221;,2
"Hear the birds on the summer breeze, I drive fast",2
Hella just ordered me some beanies,2
"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine.",2
Here we go brownies here we go! WOOF WOOF!,2
Hey @Yankees fans is this a good score ? #lookingformore http://t.co/HLQAl7cIGf,2
"Hey everybody,
The White Iron Band plays this Saturday(12-11-10) on the Slopes of Lutsen,MN at Papa Charlie&#8217;s(21+). Going to be a real...",2
"Hey if I stir a Spider, Rockstar, and Monster together and chug it, would I /definitely/ be hospitalized or just maybe? Asking for a friend",2
"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",2
"Hi Charlie, eating leftover candy? @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",2
Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete,2
Home to chicken and penne Alfredo and Oreos and banjo,2
Homemade Soup is very good with vegetables on the side with crackers http://t.co/LiRwGwkdzE,2
Homework and boonies date with Caitlin tonight&gt;&gt;,2
Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE,2
How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.,2
How bout them redskins?,2
How is Angry Birds the movie going to work? They're just floating bird heads?,2
How is that not a yellow on Ronaldo for full on body bumping the ref?,2
How many #Yankees players have 3K hits? You have to put #DerekJeter in the conversation for Best Yankee Ever. His numbers demand it.,2
Hugs or Kisses? &#8212; Hugs. It gives you a warm fuzzy feeling. http://t.co/HRY3sVlwgs,2
I almost stepped on a bird running around the floor ah they are so creepy,2
I always soprised dat I has mo while followers den colored,2
"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism @frendafox @melinwy @NoahCRothman",2
I am a celestial body hello http://t.co/yKDRM9Ax69,2
I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.,2
I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).,2
I ate a monkey. #AndNowIHaveEbola,2
"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc",2
"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",2
I can hear birds outside!!!,2
I can hear my mom playing flappy bird in the living room &#128514;&#128514;,2
I can hear the birds chirpin!,2
"I can't even find it in me to mock anymore. This is scary. This mass ignorance is terrifying. RT @KateElliottSFF Yes, alas, I agree.",2
I can't play flappy bird. It makes me angry.,2
I can't sleep so ima watch Spongebob and eat crackers and peanut butter,2
I can't take you serious if you wear colored contacts.,2
"I can't wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They're sexy.",2
I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;,2
I could go for a brownie right now,2
I def got a few shades darker cutting my mama grass. There goes my yellow frame lol,2
I don&#8217;t talk trash regarding sports.,2
"I don't know what's more stressful, midterms or flappy birds.",2
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,2
I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place,2
"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!",2
I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M,2
I find it amusing that Senator @tedcruz is an anchor baby. #LMAO,2
I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs,2
I from the planet of apes king Kong clips,2
I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it,2
I got my eyes on this red bone,2
I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,2
I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,2
"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME",2
I hate Hashtag activism. No lie. I think 95% of it is trash.,2
"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;",2
I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy,2
I hate yellow jackets can't feel arms and back lol,2
I have a feeling tonight will be trash.,2
I have never actually seen a yellow duck.,2
I have really light colored eyebrows naturally and it's not ok,2
I have to dress up tomorrow for mock interviews and I still don't know how to tie the tie &#128530;,2
I hear the birds in the summer breeze; I drive fast; I am alone at midnight.,2
I hear the same thing day in and day out.... its for the birds.,2
I hope Charlie brought the lube for this test...,2
"I hope the Yankees get Soriano, shoulda never gave him away for Alex Rodriguez",2
I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.,2
I hopes dis don't come as a severe shock to use but I'm colored,2
I ignore birds,2
I just might buy myself an A-Rod jersey #NewYork #Yankees #MLB,2
I just need the Yankees to win the pennant!,2
I just put down a pan of brownies,2
I just saw a man have a actual conversation with his bird haha,2
I just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so I can go to bed.,2
I just want vanilla Oreos,2
I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic&#8230; http://t.co/0xKFnW3luF,2
"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",2
"I know right. Get one guy out!! Man! @pjmclaugh: You had ONE JOB, Josh@Nobz13 Outman! #Yankees&#8221;",2
I learnt about birds as a child. Best time to learn @BBCRadio2,2
I like Rivers he talks a lot of trash you can tell he loves the game,2
I like the Yankees toinight -107 http://t.co/J4rhaMBu,2
"I like to mock Apple, but I'm legitimately interested to see what their wearable looks like.",2
"I liked a @YouTube video http://t.co/QGNHiLdTTv The Sock Fairy, a short film",2
I live for two-bite brownies,2
I look like a dusty bird today..,2
"I love ""Butter"" by ATCQ, but I'd love it more if Q-Tip's hook was just looped for three and a half minutes instead of Phife's trash verses.",2
I love Liv when she gets ghetto,2
I love floating monkey heads as much as the next person but Active Surplus' website is just redonkulus. http://www.activesurplus.com/,2
"I love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. Why I love us.",2
I love jigg jigg&#128514;,2
I love me some chunky babies &#128525;&#128525;,2
I love the acoustic domes in the hallways. Favorite place to sing in public. No lie. http://t.co/G6Az9ryUbQ,2
I love watching birds migrate. Wish I understood why it's such a peaceful sight.,2
I love wearing fuzzy socks to work,2
I luh to lick the middle like an Oreo,2
"I luv watching gas monkey, they be havin some classics on there.",2
I may or may not have at least 4 FOB related tattoos already planned out.,2
"I mean...If you blow a foul there, it has to be a yellow in that situation no?",2
I miss Twinkies and Susie Qs. Tragic loss to society. What is next? Pixie Turtles?,2
I miss my monkey &#128533;,2
I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.,2
I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;,2
I need like 43 fuzzy blankets to sleep &#128525;&#128139;,2
I need to pick between two wigs. The agony. ;__; My cute multi-colored bob or my red Stevie Nicks curly one?,2
I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,2
I rather watch the oak cliff redskins and oak cliff comets play hell,2
I really want a girl to make me some brownies &#128553;&#128557;,2
I really want a sports star to get a pet monkey and name him Achilles.,2
I remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash.,2
I remember the VA Tech band called us planet of the apes. I was ready to flip,2
I rescued a baby bird &#128035; http://t.co/Ad7yy4CuQt,2
I sho do miss my Uncle Tom,2
I should start wearing beanies more,2
I still can't understand why we don't dump our trash in the ocean. it's pretty big and it'd surely be cheaper than launching it into space.,2
I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.,2
I talked to some birds... I fell in love again..,2
I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow... #LastHurrahThenDietStarts,2
I think I'll just eat this brownie and pass out,2
I think I'm gonna walk around the house free as a bird.,2
I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.,2
"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",2
I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,2
I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit,2
"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",2
I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.,2
"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG",2
